N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
8760;150114;COSTA;LIMA;LIMA;LA MOLINA;155678;155678;0;0.63;35741.27;15317.69;51058.95;2018
8761;150115;COSTA;LIMA;LIMA;LA VICTORIA;188451;188451;0;0.67;46223.37;19810.01;66033.38;2018
8762;150116;COSTA;LIMA;LIMA;LINCE;58707;58707;0;0.55;11828.35;5069.29;16897.64;2018
8763;150117;COSTA;LIMA;LIMA;LOS OLIVOS;346064;346064;0;0.65;82103.74;35187.32;117291.06;2018
8764;150118;COSTA;LIMA;LIMA;LURIGANCHO;266748;266748;0;0.49;47707.94;20446.26;68154.21;2018
8765;150119;COSTA;LIMA;LIMA;LURIN;101718;100105;1613;0.76;27769.21;11901.09;39670.3;2018
8766;150120;COSTA;LIMA;LIMA;MAGDALENA DEL MAR;62776;62776;0;0.53;12143.92;5204.54;17348.46;2018
8767;150121;COSTA;LIMA;LIMA;MAGDALENA VIEJA;90730;90730;0;0.62;20532.12;8799.48;29331.61;2018
8768;150122;COSTA;LIMA;LIMA;MIRAFLORES;104939;104939;0;0.62;23747.63;10177.56;33925.19;2018
8769;150123;COSTA;LIMA;LIMA;PACHACAMAC;129051;127668;1384;0.61;28518.4;12222.17;40740.58;2018
8770;150124;COSTA;LIMA;LIMA;PUCUSANA;15645;15645;0;0.61;3483.33;1492.85;4976.18;2018
8771;150125;COSTA;LIMA;LIMA;PUENTE PIEDRA  ;368876;368876;0;0.5;67319.79;28851.34;96171.13;2018
8772;150126;COSTA;LIMA;LIMA;PUNTA HERMOSA;18666;18629;37;0.67;4555.71;1952.45;6508.15;2018
8773;150127;COSTA;LIMA;LIMA;PUNTA NEGRA;7763;7762;1;0.6;1708.33;732.14;2440.47;2018
8774;150128;COSTA;LIMA;LIMA;RIMAC;179040;179040;0;0.55;35942.2;15403.8;51346;2018
8775;150129;COSTA;LIMA;LIMA;SAN BARTOLO;8254;8059;194;0.57;1676.78;718.62;2395.4;2018
8776;150130;COSTA;LIMA;LIMA;SAN BORJA;123426;123426;0;0.51;22975.79;9846.77;32822.56;2018
8777;150131;COSTA;LIMA;LIMA;SAN ISIDRO;66014;66014;0;0.66;15926.82;6825.78;22752.6;2018
8778;150132;COSTA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1136931;1136931;0;0.59;246082.95;105464.12;351547.07;2018
8779;150133;COSTA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;404577;404577;0;0.57;84615.26;36263.68;120878.94;2018
8780;150134;COSTA;LIMA;LIMA;SAN LUIS;55417;55417;0;0.55;11205.91;4802.53;16008.45;2018
8781;150135;COSTA;LIMA;LIMA;SAN MARTIN DE PORRES;717910;717910;0;0.61;160104.76;68616.33;228721.08;2018
8782;150136;COSTA;LIMA;LIMA;SAN MIGUEL;166141;166141;0;0.7;42449.09;18192.47;60641.56;2018
8783;150137;COSTA;LIMA;LIMA;SANTA ANITA;215837;215837;0;0.62;48686.34;20865.57;69551.91;2018
8784;150138;COSTA;LIMA;LIMA;SANTA MARIA DEL MAR;1082;1074;8;0.7;274;117.43;391.42;2018
8785;150139;COSTA;LIMA;LIMA;SANTA ROSA;32262;32262;0;0.5;5887.82;2523.35;8411.18;2018
8786;150140;COSTA;LIMA;LIMA;SANTIAGO DE SURCO;388748;388748;0;0.64;90527.68;38797.58;129325.26;2018
8787;150141;COSTA;LIMA;LIMA;SURQUILLO;98389;98389;0;0.75;26933.97;11543.13;38477.1;2018
8788;150142;COSTA;LIMA;LIMA;VILLA EL SALVADOR;416766;416766;0;0.46;69974.95;29989.26;99964.22;2018
8789;150143;COSTA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;428297;428297;0;0.67;104740;44888.57;149628.58;2018
8790;150201;COSTA;LIMA;BARRANCA;BARRANCA;74917;69586;5330;0.55;13969.44;5986.9;19956.34;2018
8791;150202;COSTA;LIMA;BARRANCA;PARAMONGA;23525;21172;2353;0.6;4636.63;1987.13;6623.75;2018
8792;150203;COSTA;LIMA;BARRANCA;PATIVILCA;18893;17327;1566;0.43;2719.51;1165.51;3885.02;2018
8793;150204;COSTA;LIMA;BARRANCA;SUPE;26239;20238;6001;0.51;3774.66;1617.71;5392.38;2018
8794;150205;COSTA;LIMA;BARRANCA;SUPE PUERTO;13974;13891;82;0.63;3174.01;1360.29;4534.3;2018
8795;150301;SIERRA;LIMA;CAJATAMBO;CAJATAMBO;2168;1832;336;0.42;280.87;120.37;401.25;2018
8796;150302;SIERRA;LIMA;CAJATAMBO;COPA;916;911;5;0.42;139.67;59.86;199.53;2018
8797;150303;SIERRA;LIMA;CAJATAMBO;GORGOR;1784;464;1320;0.42;71.08;30.46;101.54;2018
8798;150304;SIERRA;LIMA;CAJATAMBO;HUANCAPON;1035;719;316;0.42;110.2;47.23;157.43;2018
8799;150305;SIERRA;LIMA;CAJATAMBO;MANAS;1041;602;439;0.42;92.36;39.58;131.94;2018
8800;150401;SIERRA;LIMA;CANTA;CANTA;2471;2330;141;0.51;433.74;185.89;619.62;2018
8801;150402;SIERRA;LIMA;CANTA;ARAHUAY;639;323;316;0.42;49.51;21.22;70.74;2018
8802;150403;SIERRA;LIMA;CANTA;HUAMANTANGA;713;617;95;0.42;94.66;40.57;135.23;2018
8803;150404;SIERRA;LIMA;CANTA;HUAROS;828;741;87;0.42;113.52;48.65;162.17;2018
8804;150405;SIERRA;LIMA;CANTA;LACHAQUI;947;748;200;0.2;54.59;23.4;77.98;2018
8805;150406;SIERRA;LIMA;CANTA;SAN BUENAVENTURA;618;580;38;0.42;88.93;38.11;127.04;2018
8806;150407;SIERRA;LIMA;CANTA;SANTA ROSA DE QUIVES;6302;4098;2203;0.26;381.46;163.48;544.94;2018
8807;150501;COSTA;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;61017;54413;6603;0.43;8540.15;3660.07;12200.22;2018
8808;150502;COSTA;LIMA;CAÑETE;ASIA;10664;9530;1134;0.53;1855.61;795.26;2650.87;2018
8809;150503;COSTA;LIMA;CAÑETE;CALANGO;2527;1214;1313;0.46;203.81;87.35;291.16;2018
8810;150504;COSTA;LIMA;CAÑETE;CERRO AZUL;8900;8131;769;0.42;1246.43;534.18;1780.61;2018
8811;150505;COSTA;LIMA;CAÑETE;CHILCA;23508;22792;716;0.48;3993.14;1711.34;5704.48;2018
8812;150506;COSTA;LIMA;CAÑETE;COAYLLO;1100;563;537;0.46;94.59;40.54;135.13;2018
8813;150507;COSTA;LIMA;CAÑETE;IMPERIAL;40613;38772;1841;0.46;6552.27;2808.11;9360.38;2018
8814;150508;COSTA;LIMA;CAÑETE;LUNAHUANA;4393;3947;446;0.46;662.73;284.03;946.76;2018
8815;150509;COSTA;LIMA;CAÑETE;MALA;34870;32901;1969;0.38;4551.34;1950.58;6501.92;2018
8816;150510;COSTA;LIMA;CAÑETE;NUEVO IMPERIAL;28422;25938;2484;0.58;5491.03;2353.3;7844.32;2018
8817;150511;COSTA;LIMA;CAÑETE;PACARAN;1786;797;989;0.46;133.76;57.33;191.09;2018
8818;150512;COSTA;LIMA;CAÑETE;QUILMANA;16838;14990;1848;0.41;2243.22;961.38;3204.61;2018
8819;150513;COSTA;LIMA;CAÑETE;SAN ANTONIO;4750;4011;740;0.5;731.92;313.68;1045.6;2018
8820;150514;COSTA;LIMA;CAÑETE;SAN LUIS;13793;12916;877;0.51;2404.31;1030.42;3434.73;2018
8821;150515;COSTA;LIMA;CAÑETE;SANTA CRUZ DE FLORES;3280;2621;659;0.58;554.91;237.82;792.73;2018
8822;150516;COSTA;LIMA;CAÑETE;ZUÑIGA;1443;973;470;0.46;163.33;70;233.33;2018
8823;150601;COSTA;LIMA;HUARAL;HUARAL;108915;101131;7784;0.59;21778.65;9333.71;31112.36;2018
8824;150602;SIERRA;LIMA;HUARAL;ATAVILLOS ALTO;731;576;154;0.42;88.35;37.86;126.21;2018
8825;150603;SIERRA;LIMA;HUARAL;ATAVILLOS BAJO;942;918;24;0.42;140.69;60.3;200.99;2018
8826;150604;COSTA;LIMA;HUARAL;AUCALLAMA;21571;16314;5257;0.41;2441.39;1046.31;3487.7;2018
8827;150605;COSTA;LIMA;HUARAL;CHANCAY;62837;58512;4324;0.44;9397.08;4027.32;13424.4;2018
8828;150606;SIERRA;LIMA;HUARAL;IHUARI;2212;1078;1134;0.42;165.19;70.79;235.98;2018
8829;150607;SIERRA;LIMA;HUARAL;LAMPIAN;353;327;25;0.42;50.2;21.51;71.72;2018
8830;150608;SIERRA;LIMA;HUARAL;PACARAOS;1183;1154;29;0.42;176.87;75.8;252.67;2018
8831;150609;SIERRA;LIMA;HUARAL;SAN MIGUEL DE ACOS;685;560;125;0.42;85.84;36.79;122.63;2018
8832;150610;SIERRA;LIMA;HUARAL;SANTA CRUZ DE ANDAMARCA;838;382;456;0.42;58.59;25.11;83.7;2018
8833;150611;SIERRA;LIMA;HUARAL;SUMBILCA;762;463;298;0.42;71.03;30.44;101.47;2018
8834;150612;SIERRA;LIMA;HUARAL;VEINTISIETE DE NOVIEMBRE;430;417;13;0.42;63.94;27.4;91.35;2018
8835;150701;SIERRA;LIMA;HUAROCHIRI;MATUCANA;4380;3435;945;0.49;614.37;263.3;877.67;2018
8836;150702;COSTA;LIMA;HUAROCHIRI;ANTIOQUIA;1343;388;955;0.46;65.22;27.95;93.17;2018
8837;150703;SIERRA;LIMA;HUAROCHIRI;CALLAHUANCA;786;621;165;0.42;95.19;40.8;135.99;2018
8838;150704;SIERRA;LIMA;HUAROCHIRI;CARAMPOMA;326;312;14;0.42;47.81;20.49;68.31;2018
8839;150705;SIERRA;LIMA;HUAROCHIRI;CHICLA;3813;2053;1760;0.38;284.82;122.07;406.88;2018
8840;150706;SIERRA;LIMA;HUAROCHIRI;CUENCA;489;117;372;0.65;27.75;11.89;39.64;2018
8841;150707;SIERRA;LIMA;HUAROCHIRI;HUACHUPAMPA;593;575;19;0.42;88.11;37.76;125.87;2018
8842;150708;SIERRA;LIMA;HUAROCHIRI;HUANZA;863;693;169;0.42;106.26;45.54;151.8;2018
8843;150709;SIERRA;LIMA;HUAROCHIRI;HUAROCHIRI;1393;1198;196;0.42;183.59;78.68;262.28;2018
8844;150710;SIERRA;LIMA;HUAROCHIRI;LAHUAYTAMBO;666;289;377;0.42;44.36;19.01;63.37;2018
8845;150711;SIERRA;LIMA;HUAROCHIRI;LANGA;938;502;435;0.42;77.01;33;110.01;2018
8846;150712;SIERRA;LIMA;HUAROCHIRI;LARAOS;666;634;32;0.42;97.17;41.64;138.81;2018
8847;150713;SIERRA;LIMA;HUAROCHIRI;MARIATANA;1518;260;1258;0.42;39.86;17.08;56.94;2018
8848;150714;COSTA;LIMA;HUAROCHIRI;RICARDO PALMA;7016;6670;345;0.46;1119.95;479.98;1599.93;2018
8849;150715;SIERRA;LIMA;HUAROCHIRI;SAN ANDRES DE TUPICOCHA;1433;780;653;0.42;119.54;51.23;170.77;2018
8850;150716;COSTA;LIMA;HUAROCHIRI;SAN ANTONIO;879;185;694;0.46;31.06;13.31;44.37;2018
8851;150717;SIERRA;LIMA;HUAROCHIRI;SAN BARTOLOME;1236;840;396;0.42;127.28;54.55;181.83;2018
8852;150718;SIERRA;LIMA;HUAROCHIRI;SAN DAMIAN;1260;1039;221;0.42;159.26;68.26;227.52;2018
8853;150719;SIERRA;LIMA;HUAROCHIRI;SAN JUAN DE IRIS;722;715;6;0.42;109.68;47.01;156.69;2018
8854;150720;SIERRA;LIMA;HUAROCHIRI;SAN JUAN DE TANTARANCHE;389;363;25;0.42;55.68;23.86;79.55;2018
8855;150721;SIERRA;LIMA;HUAROCHIRI;SAN LORENZO DE QUINTI;1272;1062;209;0.12;47.69;20.44;68.13;2018
8856;150722;SIERRA;LIMA;HUAROCHIRI;SAN MATEO;4376;3744;632;0.42;573.97;245.99;819.96;2018
8857;150723;SIERRA;LIMA;HUAROCHIRI;SAN MATEO DE OTAO;1501;174;1327;0.42;26.74;11.46;38.2;2018
8858;150724;SIERRA;LIMA;HUAROCHIRI;SAN PEDRO DE CASTA;997;738;259;0.42;113.09;48.47;161.56;2018
8859;150725;SIERRA;LIMA;HUAROCHIRI;SAN PEDRO DE HUANCAYRE;222;203;19;0.42;31.19;13.37;44.55;2018
8860;150726;SIERRA;LIMA;HUAROCHIRI;SANGALLAYA;688;170;518;0.42;26.02;11.15;37.16;2018
8861;150727;SIERRA;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;2790;2468;322;0.42;378.37;162.16;540.53;2018
8862;150728;COSTA;LIMA;HUAROCHIRI;SANTA EULALIA;13995;13187;808;0.52;2502.98;1072.71;3575.68;2018
8863;150729;SIERRA;LIMA;HUAROCHIRI;SANTIAGO DE ANCHUCAYA;326;321;5;0.42;49.25;21.11;70.36;2018
8864;150730;SIERRA;LIMA;HUAROCHIRI;SANTIAGO DE TUNA;435;338;97;0.42;51.83;22.21;74.04;2018
8865;150731;COSTA;LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLERO;3526;509;3017;0.46;85.43;36.61;122.05;2018
8866;150732;SIERRA;LIMA;HUAROCHIRI;SURCO;1534;1072;461;0.42;164.36;70.44;234.8;2018
8867;150801;COSTA;LIMA;HUAURA;HUACHO;70897;70354;543;0.54;13764.08;5898.89;19662.97;2018
8868;150802;COSTA;LIMA;HUAURA;AMBAR;2276;477;1799;0.46;80.12;34.34;114.45;2018
8869;150803;COSTA;LIMA;HUAURA;CALETA DE CARQUIN;8569;8475;94;0.39;1206.39;517.02;1723.42;2018
8870;150804;SIERRA;LIMA;HUAURA;CHECRAS;971;592;379;0.42;90.75;38.89;129.65;2018
8871;150805;COSTA;LIMA;HUAURA;HUALMAY;29932;29855;77;0.53;5775.37;2475.16;8250.52;2018
8872;150806;COSTA;LIMA;HUAURA;HUAURA;37762;34369;3393;0.56;7024.94;3010.69;10035.63;2018
8873;150807;SIERRA;LIMA;HUAURA;LEONCIO PRADO;2060;579;1481;0.41;85.8;36.77;122.57;2018
8874;150808;SIERRA;LIMA;HUAURA;PACCHO;1658;1044;614;0.42;160.07;68.6;228.68;2018
8875;150809;SIERRA;LIMA;HUAURA;SANTA LEONOR;772;507;265;0.42;77.66;33.28;110.94;2018
8876;150810;COSTA;LIMA;HUAURA;SANTA MARIA;39934;37609;2325;0.51;7014.68;3006.29;10020.97;2018
8877;150811;COSTA;LIMA;HUAURA;SAYAN;25522;17784;7738;0.65;4219.36;1808.3;6027.66;2018
8878;150812;COSTA;LIMA;HUAURA;VEGUETA;28296;24873;3423;0.5;4539.33;1945.43;6484.76;2018
8879;150901;SIERRA;LIMA;OYON;OYON;12741;10755;1986;0.53;2080.59;891.68;2972.27;2018
8880;150902;SIERRA;LIMA;OYON;ANDAJES;569;399;170;0.43;62.64;26.85;89.49;2018
8881;150903;SIERRA;LIMA;OYON;CAUJUL;597;253;344;0.42;38.86;16.65;55.51;2018
8882;150904;SIERRA;LIMA;OYON;COCHAMARCA;1141;391;751;0.42;59.92;25.68;85.59;2018
8883;150905;SIERRA;LIMA;OYON;NAVAN;903;300;603;0.42;46.03;19.73;65.75;2018
8884;150906;SIERRA;LIMA;OYON;PACHANGARA;2618;2163;456;0.55;437.3;187.41;624.71;2018
8885;151001;SIERRA;LIMA;YAUYOS;YAUYOS;1498;1283;215;0.42;196.7;84.3;281.01;2018
8886;151002;SIERRA;LIMA;YAUYOS;ALIS;1565;274;1292;0.42;41.96;17.98;59.95;2018
8887;151003;SIERRA;LIMA;YAUYOS;AYAUCA;1213;562;650;0.42;86.22;36.95;123.16;2018
8888;151004;SIERRA;LIMA;YAUYOS;AYAVIRI;580;558;23;0.42;85.47;36.63;122.1;2018
8889;151005;SIERRA;LIMA;YAUYOS;AZANGARO;460;158;302;0.42;24.22;10.38;34.61;2018
8890;151006;SIERRA;LIMA;YAUYOS;CACRA;561;241;320;0.42;36.9;15.81;52.71;2018
8891;151007;SIERRA;LIMA;YAUYOS;CARANIA;172;135;38;0.42;20.64;8.85;29.49;2018
8892;151008;SIERRA;LIMA;YAUYOS;CATAHUASI;1148;801;347;0.42;122.77;52.62;175.38;2018
8893;151009;SIERRA;LIMA;YAUYOS;CHOCOS;858;298;560;0.42;45.73;19.6;65.33;2018
8894;151010;SIERRA;LIMA;YAUYOS;COCHAS;237;224;13;0.42;34.35;14.72;49.07;2018
8895;151011;SIERRA;LIMA;YAUYOS;COLONIA;1205;487;718;0.42;74.66;32;106.65;2018
8896;151012;SIERRA;LIMA;YAUYOS;HONGOS;355;322;33;0.42;49.37;21.16;70.53;2018
8897;151013;SIERRA;LIMA;YAUYOS;HUAMPARA;159;150;9;0.42;23;9.86;32.85;2018
8898;151014;SIERRA;LIMA;YAUYOS;HUANCAYA;601;526;75;0.42;80.56;34.53;115.09;2018
8899;151015;SIERRA;LIMA;YAUYOS;HUANGASCAR;696;415;281;0.42;63.62;27.26;90.88;2018
8900;151016;SIERRA;LIMA;YAUYOS;HUANTAN;991;658;333;0.42;100.87;43.23;144.1;2018
8901;151017;SIERRA;LIMA;YAUYOS;HUAÑEC;474;445;29;0.42;68.19;29.22;97.42;2018
8902;151018;SIERRA;LIMA;YAUYOS;LARAOS;599;434;164;0.42;66.61;28.55;95.15;2018
8903;151019;SIERRA;LIMA;YAUYOS;LINCHA;480;144;336;0.42;22.09;9.47;31.56;2018
8904;151020;SIERRA;LIMA;YAUYOS;MADEAN;605;231;374;0.42;35.35;15.15;50.5;2018
8905;151021;SIERRA;LIMA;YAUYOS;MIRAFLORES;249;203;46;0.42;31.12;13.34;44.46;2018
8906;151022;SIERRA;LIMA;YAUYOS;OMAS;664;400;264;0.42;61.31;26.28;87.59;2018
8907;151023;SIERRA;LIMA;YAUYOS;PUTINZA;543;497;46;0.42;76.24;32.67;108.91;2018
8908;151024;SIERRA;LIMA;YAUYOS;QUINCHES;651;451;200;0.42;69.21;29.66;98.88;2018
8909;151025;SIERRA;LIMA;YAUYOS;QUINOCAY;464;398;65;0.42;61.08;26.18;87.26;2018
8910;151026;SIERRA;LIMA;YAUYOS;SAN JOAQUIN;175;149;26;0.42;22.81;9.78;32.59;2018
8911;151027;SIERRA;LIMA;YAUYOS;SAN PEDRO DE PILAS;302;239;62;0.42;36.69;15.73;52.42;2018
8912;151028;SIERRA;LIMA;YAUYOS;TANTA;537;522;15;0.42;80.02;34.29;114.31;2018
8913;151029;SIERRA;LIMA;YAUYOS;TAURIPAMPA;534;404;130;0.42;61.98;26.56;88.54;2018
8914;151030;SIERRA;LIMA;YAUYOS;TOMAS;564;270;294;0.42;41.44;17.76;59.19;2018
8915;151031;SIERRA;LIMA;YAUYOS;TUPE;544;328;216;0.42;50.27;21.55;71.82;2018
8916;151032;SIERRA;LIMA;YAUYOS;VIÑAC;1758;698;1059;0.42;107.05;45.88;152.93;2018
8917;151033;SIERRA;LIMA;YAUYOS;VITIS;317;304;12;0.42;46.68;20.01;66.69;2018
8918;160101;SELVA;LORETO;MAYNAS;IQUITOS  ;160178;158199;1980;0.45;25984.14;11136.06;37120.2;2018
8919;160102;SELVA;LORETO;MAYNAS;ALTO NANAY  ;3059;733;2326;0.55;146.29;62.7;208.99;2018
8920;160103;SELVA;LORETO;MAYNAS;FERNANDO LORES;14546;6356;8190;0.54;1252.7;536.87;1789.57;2018
8921;160104;SELVA;LORETO;MAYNAS;INDIANA;11556;4366;7191;0.52;828.64;355.13;1183.77;2018
8922;160105;SELVA;LORETO;MAYNAS;LAS AMAZONAS;8588;2746;5843;0.55;548.19;234.94;783.12;2018
8923;160106;SELVA;LORETO;MAYNAS;MAZAN;13708;5263;8445;0.55;1050.8;450.34;1501.14;2018
8924;160107;SELVA;LORETO;MAYNAS;NAPO;16911;4046;12865;0.55;807.79;346.2;1153.99;2018
8925;160108;SELVA;LORETO;MAYNAS;PUNCHANA;85678;78901;6777;0.57;16472.86;7059.8;23532.66;2018
8926;160110;SELVA;LORETO;MAYNAS;TORRES CAUSANA ;4941;514;4427;0.55;102.57;43.96;146.53;2018
8927;160112;SELVA;LORETO;MAYNAS;BELEN;69460;61028;8432;0.68;15147.26;6491.68;21638.95;2018
8928;160113;SELVA;LORETO;MAYNAS;SAN JUAN BAUTISTA;142731;127585;15146;0.65;30409.24;13032.53;43441.77;2018
8929;160201;SELVA;LORETO;ALTO AMAZONAS;YURIMAGUAS;96188;79780;16408;0.62;17908.69;7675.15;25583.84;2018
8930;160202;SELVA;LORETO;ALTO AMAZONAS;BALSAPUERTO;16271;1171;15100;0.55;233.8;100.2;334;2018
8931;160205;SELVA;LORETO;ALTO AMAZONAS;JEBEROS;4511;2558;1953;0.55;510.8;218.92;729.72;2018
8932;160206;SELVA;LORETO;ALTO AMAZONAS;LAGUNAS;13391;8679;4712;0.55;1732.9;742.67;2475.57;2018
8933;160210;SELVA;LORETO;ALTO AMAZONAS;SANTA CRUZ;4168;903;3266;0.55;180.23;77.24;257.47;2018
8934;160211;SELVA;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;6057;3398;2659;0.55;678.38;290.73;969.12;2018
8935;160301;SELVA;LORETO;LORETO;NAUTA;32268;22138;10130;0.59;4767.44;2043.19;6810.63;2018
8936;160302;SELVA;LORETO;LORETO;PARINARI  ;6278;1515;4763;0.55;302.55;129.66;432.21;2018
8937;160303;SELVA;LORETO;LORETO;TIGRE;7390;2103;5286;0.55;419.93;179.97;599.91;2018
8938;160304;SELVA;LORETO;LORETO;TROMPETEROS;10063;2618;7445;0.55;522.72;224.02;746.74;2018
8939;160305;SELVA;LORETO;LORETO;URARINAS   ;13183;2851;10332;0.55;569.28;243.98;813.26;2018
8940;160401;SELVA;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;22674;12317;10357;0.34;1528.59;655.11;2183.71;2018
8941;160402;SELVA;LORETO;MARISCAL RAMON CASTILLA;PEBAS;12563;3997;8566;0.64;926.5;397.07;1323.57;2018
8942;160403;SELVA;LORETO;MARISCAL RAMON CASTILLA;YAVARI;9866;1927;7939;1;703.48;301.49;1004.97;2018
8943;160404;SELVA;LORETO;MARISCAL RAMON CASTILLA;SAN PABLO;12367;3629;8737;0.62;814.65;349.14;1163.79;2018
8944;160501;SELVA;LORETO;REQUENA;REQUENA;27270;24452;2818;0.65;5801.17;2486.21;8287.38;2018
8945;160502;SELVA;LORETO;REQUENA;ALTO TAPICHE;1636;678;958;0.55;135.32;57.99;193.31;2018
8946;160503;SELVA;LORETO;REQUENA;CAPELO;2527;1699;828;0.55;339.24;145.39;484.63;2018
8947;160504;SELVA;LORETO;REQUENA;EMILIO SAN MARTIN;6733;2913;3820;0.55;581.54;249.23;830.77;2018
8948;160505;SELVA;LORETO;REQUENA;MAQUIA;8406;2754;5652;0.55;549.81;235.63;785.44;2018
8949;160506;SELVA;LORETO;REQUENA;PUINAHUA;4609;2469;2141;0.55;492.86;211.23;704.09;2018
8950;160507;SELVA;LORETO;REQUENA;SAQUENA;3333;1066;2267;0.55;212.83;91.21;304.04;2018
8951;160508;SELVA;LORETO;REQUENA;SOPLIN   ;669;233;437;0.55;46.48;19.92;66.41;2018
8952;160509;SELVA;LORETO;REQUENA;TAPICHE;944;513;430;0.55;102.45;43.91;146.36;2018
8953;160510;SELVA;LORETO;REQUENA;JENARO HERRERA;4998;3906;1092;0.55;779.88;334.24;1114.12;2018
8954;160511;SELVA;LORETO;REQUENA;YAQUERANA   ;2237;832;1405;0.55;166.11;71.19;237.3;2018
8955;160601;SELVA;LORETO;UCAYALI;CONTAMANA;27130;19534;7596;0.45;3208.53;1375.08;4583.62;2018
8956;160602;SELVA;LORETO;UCAYALI;INAHUAYA;1750;1023;727;0.55;204.33;87.57;291.9;2018
8957;160603;SELVA;LORETO;UCAYALI;PADRE MARQUEZ;3650;1487;2163;0.55;296.98;127.28;424.26;2018
8958;160604;SELVA;LORETO;UCAYALI;PAMPA HERMOSA;6214;1769;4445;0.55;353.14;151.35;504.48;2018
8959;160605;SELVA;LORETO;UCAYALI;SARAYACU;14966;5823;9143;0.55;1162.57;498.24;1660.81;2018
8960;160606;SELVA;LORETO;UCAYALI;VARGAS GUERRA;7486;6252;1234;0.55;1248.2;534.94;1783.15;2018
8961;160701;SELVA;LORETO;DATEM DEL MARAÑON ;BARRANCA;15117;10101;5016;1.16;4276.97;1832.99;6109.95;2018
8962;160702;SELVA;LORETO;DATEM DEL MARAÑON ;CAHUAPANAS;7671;969;6701;0.55;193.5;82.93;276.44;2018
8963;160703;SELVA;LORETO;DATEM DEL MARAÑON ;MANSERICHE;9247;3021;6226;0.55;603.09;258.47;861.56;2018
8964;160704;SELVA;LORETO;DATEM DEL MARAÑON ;MORONA;4689;2057;2632;0.55;410.75;176.04;586.79;2018
8965;160705;SELVA;LORETO;DATEM DEL MARAÑON ;PASTAZA;6073;2231;3842;0.55;445.48;190.92;636.4;2018
8966;160706;SELVA;LORETO;DATEM DEL MARAÑON ;ANDOAS ;14604;1759;12845;0.55;351.11;150.47;501.58;2018
8967;160801;SELVA;LORETO;PUTUMAYO   ;PUTUMAYO    ;4244;3541;703;0.48;620.36;265.87;886.23;2018
8968;160802;SELVA;LORETO;PUTUMAYO   ;ROSA PANDURO ;595;287;309;0.55;57.21;24.52;81.73;2018
8969;160803;SELVA;LORETO;PUTUMAYO   ;TENIENTE MANUEL CLAVERO ;2718;634;2084;0.55;126.59;54.25;180.85;2018
8970;160804;SELVA;LORETO;PUTUMAYO   ;YAGUAS ;1486;222;1264;0.55;44.42;19.04;63.45;2018
8971;170101;SELVA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;96509;92888;3621;0.51;17291.08;7410.46;24701.54;2018
8972;170102;SELVA;MADRE DE DIOS;TAMBOPATA;INAMBARI   ;14338;9579;4760;0.44;1520.9;651.81;2172.71;2018
8973;170103;SELVA;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS  ;16395;14216;2179;0.55;2859.03;1225.3;4084.33;2018
8974;170104;SELVA;MADRE DE DIOS;TAMBOPATA;LABERINTO;6438;5141;1297;0.39;731.79;313.63;1045.42;2018
8975;170201;SELVA;MADRE DE DIOS;MANU;MANU   ;2466;1328;1138;0.47;226.37;97.02;323.39;2018
8976;170202;SELVA;MADRE DE DIOS;MANU;FITZCARRALD   ;1549;174;1376;0.55;34.71;14.88;49.59;2018
8977;170203;SELVA;MADRE DE DIOS;MANU;MADRE DE DIOS   ;7098;2561;4537;0.55;511.31;219.13;730.44;2018
8978;170204;SELVA;MADRE DE DIOS;MANU;HUEPETUHE;10414;7971;2444;0.74;2152.87;922.66;3075.53;2018
8979;170301;SELVA;MADRE DE DIOS;TAHUAMANU;IÑAPARI;2965;2303;662;0.55;459.73;197.03;656.76;2018
8980;170302;SELVA;MADRE DE DIOS;TAHUAMANU;IBERIA;6100;5815;285;0.54;1146.15;491.21;1637.36;2018
8981;170303;SELVA;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;3446;1825;1621;0.3;197.19;84.51;281.7;2018
8982;180101;COSTA;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;70344;68352;1993;0.43;10727.84;4597.65;15325.48;2018
8983;180102;SIERRA;MOQUEGUA;MARISCAL NIETO;CARUMAS;2332;1436;895;0.42;220.17;94.36;314.53;2018
8984;180103;SIERRA;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;736;586;149;0.42;89.89;38.52;128.41;2018
8985;180104;COSTA;MOQUEGUA;MARISCAL NIETO;SAMEGUA;9187;8571;616;0.46;1439.12;616.76;2055.88;2018
