N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
14180;120302;SELVA;JUNIN;CHANCHAMAYO;PERENE;60416;36087;24329;0.63;8298.21;3556.37;11854.58;2021
14181;120303;SELVA;JUNIN;CHANCHAMAYO;PICHANAQUI;42209;23507;18702;0.5;4290.03;1838.58;6128.61;2021
14182;120304;SELVA;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;3779;1602;2177;0.35;204.66;87.71;292.37;2021
14183;120305;SELVA;JUNIN;CHANCHAMAYO;SAN RAMON;29643;23811;5832;0.8;6952.81;2979.78;9932.59;2021
14184;120306;SELVA;JUNIN;CHANCHAMAYO;VITOC;1659;424;1235;0.26;40.24;17.24;57.48;2021
14185;120401;SIERRA;JUNIN;JAUJA;JAUJA;20164;20015;149;0.54;3944.96;1690.7;5635.65;2021
14186;120402;SIERRA;JUNIN;JAUJA;ACOLLA;5917;4141;1776;0.5;755.73;323.89;1079.62;2021
14187;120403;SIERRA;JUNIN;JAUJA;APATA;4542;1631;2911;0.28;166.69;71.44;238.13;2021
14188;120404;SIERRA;JUNIN;JAUJA;ATAURA;1390;1065;325;0.31;120.5;51.64;172.15;2021
14189;120405;SIERRA;JUNIN;JAUJA;CANCHAYLLO;1680;1383;297;0.44;222.11;95.19;317.3;2021
14190;120406;SIERRA;JUNIN;JAUJA;CURICACA;1427;401;1026;0.44;64.4;27.6;92;2021
14191;120407;SIERRA;JUNIN;JAUJA;EL MANTARO;2750;2579;171;0.23;216.51;92.79;309.3;2021
14192;120408;SIERRA;JUNIN;JAUJA;HUAMALI;1630;1237;393;0.29;131.35;56.29;187.65;2021
14193;120409;SIERRA;JUNIN;JAUJA;HUARIPAMPA;1096;1063;33;0.45;174.6;74.83;249.43;2021
14194;120410;SIERRA;JUNIN;JAUJA;HUERTAS;2255;1591;664;0.44;255.51;109.51;365.02;2021
14195;120411;SIERRA;JUNIN;JAUJA;JANJAILLO;542;170;372;0.44;27.3;11.7;39;2021
14196;120412;SIERRA;JUNIN;JAUJA;JULCAN;750;750;0;0.45;123.19;52.79;175.98;2021
14197;120413;SIERRA;JUNIN;JAUJA;LEONOR ORDOÑEZ;1607;1335;272;0.5;243.64;104.42;348.05;2021
14198;120414;SIERRA;JUNIN;JAUJA;LLOCLLAPAMPA;1163;787;376;0.58;166.61;71.4;238.01;2021
14199;120415;SIERRA;JUNIN;JAUJA;MARCO;1403;1022;381;0.49;182.78;78.34;261.12;2021
14200;120416;SIERRA;JUNIN;JAUJA;MASMA;1736;622;1114;0.34;77.19;33.08;110.27;2021
14201;120417;SIERRA;JUNIN;JAUJA;MASMA CHICCHE;727;218;509;0.37;29.44;12.62;42.06;2021
14202;120418;SIERRA;JUNIN;JAUJA;MOLINOS;1593;1178;415;0.38;162.4;69.6;232;2021
14203;120419;SELVA;JUNIN;JAUJA;MONOBAMBA;1964;444;1520;0.3;48.62;20.84;69.45;2021
14204;120420;SIERRA;JUNIN;JAUJA;MUQUI;1053;1048;5;0.45;172.13;73.77;245.91;2021
14205;120421;SIERRA;JUNIN;JAUJA;MUQUIYAUYO;2370;2341;29;0.38;324.7;139.16;463.85;2021
14206;120422;SIERRA;JUNIN;JAUJA;PACA;848;543;305;0.44;87.21;37.37;124.58;2021
14207;120423;SIERRA;JUNIN;JAUJA;PACCHA;1366;395;971;0.21;30.28;12.98;43.25;2021
14208;120424;SIERRA;JUNIN;JAUJA;PANCAN;1250;628;622;0.44;100.86;43.22;144.08;2021
14209;120425;SIERRA;JUNIN;JAUJA;PARCO;1123;864;259;0.59;186.06;79.74;265.8;2021
14210;120426;SIERRA;JUNIN;JAUJA;POMACANCHA;1331;432;899;0.44;69.38;29.73;99.11;2021
14211;120427;SIERRA;JUNIN;JAUJA;RICRAN;1191;615;576;0.44;98.77;42.33;141.1;2021
14212;120428;SIERRA;JUNIN;JAUJA;SAN LORENZO;2846;2373;473;0.3;259.84;111.36;371.21;2021
14213;120429;SIERRA;JUNIN;JAUJA;SAN PEDRO DE CHUNAN;654;651;3;0.59;140.19;60.08;200.28;2021
14214;120430;SIERRA;JUNIN;JAUJA;SAUSA;3396;3396;0;0.55;681.75;292.18;973.92;2021
14215;120431;SIERRA;JUNIN;JAUJA;SINCOS;4183;2147;2036;0.47;368.32;157.85;526.17;2021
14216;120432;SIERRA;JUNIN;JAUJA;TUNAN MARCA;968;830;138;0.41;124.21;53.23;177.44;2021
14217;120433;SIERRA;JUNIN;JAUJA;YAULI;1015;836;179;0.46;140.36;60.16;200.52;2021
14218;120434;SIERRA;JUNIN;JAUJA;YAUYOS;10072;9627;445;0.58;2038.04;873.44;2911.48;2021
14219;120501;SIERRA;JUNIN;JUNIN;JUNIN;11033;10081;952;0.28;1030.28;441.55;1471.83;2021
14220;120502;SIERRA;JUNIN;JUNIN;CARHUAMAYO;6357;6008;349;0.35;767.52;328.94;1096.46;2021
14221;120503;SIERRA;JUNIN;JUNIN;ONDORES;1047;422;625;0.29;44.67;19.14;63.81;2021
14222;120504;SIERRA;JUNIN;JUNIN;ULCUMAYO;3771;730;3041;0.33;87.93;37.68;125.61;2021
14223;120601;SELVA;JUNIN;SATIPO;SATIPO;43048;29514;13534;0.55;5924.94;2539.26;8464.19;2021
14224;120602;SELVA;JUNIN;SATIPO;COVIRIALI;6650;339;6311;0.39;48.26;20.68;68.94;2021
14225;120603;SELVA;JUNIN;SATIPO;LLAYLLA;7711;1729;5982;0.46;290.3;124.41;414.71;2021
14226;120604;SELVA;JUNIN;SATIPO;MAZAMARI ;43977;18688;25289;0.49;3342.35;1432.44;4774.78;2021
14227;120605;SELVA;JUNIN;SATIPO;PAMPA HERMOSA;3490;328;3162;0.51;61.55;26.38;87.94;2021
14228;120606;SELVA;JUNIN;SATIPO;PANGOA  ;66529;26064;40465;0.45;4281.01;1834.72;6115.73;2021
14229;120607;SELVA;JUNIN;SATIPO;RIO NEGRO ;34984;5410;29574;0.39;770.11;330.05;1100.16;2021
14230;120608;SELVA;JUNIN;SATIPO;RIO TAMBO;29549;3013;26536;0.46;505.88;216.81;722.69;2021
14231;120609;SELVA;JUNIN;SATIPO;VIZCATÁN DEL ENE   ;6077;626;5451;0.51;117.48;50.35;167.83;2021
14232;120701;SIERRA;JUNIN;TARMA;TARMA;50198;44510;5688;0.69;11209.84;4804.22;16014.06;2021
14233;120702;SIERRA;JUNIN;TARMA;ACOBAMBA;9075;5458;3617;0.36;717.18;307.36;1024.54;2021
14234;120703;SIERRA;JUNIN;TARMA;HUARICOLCA;1730;1149;581;0.44;184.53;79.08;263.61;2021
14235;120704;SIERRA;JUNIN;TARMA;HUASAHUASI;9366;3991;5375;0.49;713.79;305.91;1019.7;2021
14236;120705;SIERRA;JUNIN;TARMA;LA UNION;3616;2903;713;0.32;339.07;145.32;484.39;2021
14237;120706;SIERRA;JUNIN;TARMA;PALCA;5834;3047;2787;0.48;533.83;228.79;762.62;2021
14238;120707;SIERRA;JUNIN;TARMA;PALCAMAYO;2900;1559;1341;0.34;193.47;82.92;276.39;2021
14239;120708;SIERRA;JUNIN;TARMA;SAN PEDRO DE CAJAS;3187;2538;649;0.29;268.65;115.13;383.78;2021
14240;120709;SIERRA;JUNIN;TARMA;TAPO;4349;736;3613;0.44;118.2;50.66;168.86;2021
14241;120801;SIERRA;JUNIN;YAULI;LA OROYA;13326;13171;155;0.54;2596;1112.57;3708.58;2021
14242;120802;SIERRA;JUNIN;YAULI;CHACAPALPA;648;235;413;0.44;37.74;16.17;53.92;2021
14243;120803;SIERRA;JUNIN;YAULI;HUAY-HUAY;2212;2076;136;0.41;310.67;133.15;443.82;2021
14244;120804;SIERRA;JUNIN;YAULI;MARCAPOMACOCHA;757;501;256;0.46;84.12;36.05;120.17;2021
14245;120805;SIERRA;JUNIN;YAULI;MOROCOCHA;5259;4676;583;0.51;870.44;373.04;1243.48;2021
14246;120806;SIERRA;JUNIN;YAULI;PACCHA;1623;1189;434;0.33;143.22;61.38;204.59;2021
14247;120807;SIERRA;JUNIN;YAULI;SANTA BARBARA DE CARHUACAYA;952;528;424;0.56;107.92;46.25;154.18;2021
14248;120808;SIERRA;JUNIN;YAULI;SANTA ROSA DE SACCO;8415;8394;21;0.4;1225.52;525.22;1750.75;2021
14249;120809;SIERRA;JUNIN;YAULI;SUITUCANCHA;696;413;283;0.44;66.33;28.43;94.75;2021
14250;120810;SIERRA;JUNIN;YAULI;YAULI;5418;4375;1043;0.45;718.59;307.97;1026.56;2021
14251;120901;SIERRA;JUNIN;CHUPACA;CHUPACA;21479;15014;6465;0.5;2740.06;1174.31;3914.36;2021
14252;120902;SIERRA;JUNIN;CHUPACA;AHUAC;6709;3525;3184;0.41;527.52;226.08;753.59;2021
14253;120903;SIERRA;JUNIN;CHUPACA;CHONGOS BAJO;4805;3882;923;0.33;467.59;200.39;667.98;2021
14254;120904;SIERRA;JUNIN;CHUPACA;HUACHAC;2986;1742;1244;0.42;267.05;114.45;381.5;2021
14255;120905;SIERRA;JUNIN;CHUPACA;HUAMANCACA CHICO;11380;9425;1955;0.44;1513.66;648.71;2162.36;2021
14256;120906;SIERRA;JUNIN;CHUPACA;SAN JUAN DE ISCOS;2316;1080;1236;0.26;102.49;43.93;146.42;2021
14257;120907;SIERRA;JUNIN;CHUPACA;SAN JUAN DE JARPA;2528;947;1581;0.44;152.09;65.18;217.27;2021
14258;120908;SIERRA;JUNIN;CHUPACA;TRES DE DICIEMBRE;3223;3223;0;0.33;392.75;168.32;561.07;2021
14259;120909;SIERRA;JUNIN;CHUPACA;YANACANCHA;2586;466;2120;0.44;74.84;32.07;106.91;2021
14260;130101;COSTA;LA LIBERTAD;TRUJILLO;TRUJILLO;347730;347535;195;0.56;71036.15;30444.07;101480.22;2021
14261;130102;COSTA;LA LIBERTAD;TRUJILLO;EL PORVENIR;235832;235832;0;0.41;35292.26;15125.25;50417.51;2021
14262;130103;COSTA;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;38107;38107;0;0.45;6259.07;2682.46;8941.54;2021
14263;130104;COSTA;LA LIBERTAD;TRUJILLO;HUANCHACO;90609;89597;1012;0.58;18967.68;8129.01;27096.69;2021
14264;130105;COSTA;LA LIBERTAD;TRUJILLO;LA ESPERANZA;229779;229779;0;0.59;49482.91;21206.96;70689.87;2021
14265;130106;COSTA;LA LIBERTAD;TRUJILLO;LAREDO;43750;30841;12909;0.55;6191.33;2653.43;8844.76;2021
14266;130107;COSTA;LA LIBERTAD;TRUJILLO;MOCHE;43755;36871;6884;0.54;7267.27;3114.55;10381.82;2021
14267;130108;COSTA;LA LIBERTAD;TRUJILLO;POROTO;3947;1126;2821;0.49;200.68;86.01;286.68;2021
14268;130109;COSTA;LA LIBERTAD;TRUJILLO;SALAVERRY;23390;23331;59;0.58;4939.17;2116.79;7055.96;2021
14269;130110;COSTA;LA LIBERTAD;TRUJILLO;SIMBAL;4546;828;3718;0.49;147.57;63.24;210.81;2021
14270;130111;COSTA;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;79941;79941;0;0.68;19841.36;8503.44;28344.79;2021
14271;130201;COSTA;LA LIBERTAD;ASCOPE;ASCOPE;6866;6285;581;0.52;1192.89;511.24;1704.13;2021
14272;130202;COSTA;LA LIBERTAD;ASCOPE;CHICAMA;16135;14647;1488;0.43;2298.85;985.22;3284.07;2021
14273;130203;COSTA;LA LIBERTAD;ASCOPE;CHOCOPE;9815;7381;2434;0.52;1400.91;600.39;2001.31;2021
14274;130204;COSTA;LA LIBERTAD;ASCOPE;MAGDALENA DE CAO;2664;2150;514;0.8;627.8;269.06;896.86;2021
14275;130205;COSTA;LA LIBERTAD;ASCOPE;PAIJAN;29370;27438;1932;0.55;5508.18;2360.65;7868.83;2021
14276;130206;COSTA;LA LIBERTAD;ASCOPE;RAZURI;9500;6177;3323;0.58;1307.67;560.43;1868.1;2021
14277;130207;COSTA;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;20061;19410;651;0.42;2975.55;1275.24;4250.79;2021
14278;130208;COSTA;LA LIBERTAD;ASCOPE;CASA GRANDE;29897;28048;1849;0.59;6040.14;2588.63;8628.77;2021
14279;130301;SIERRA;LA LIBERTAD;BOLIVAR;BOLIVAR;5062;1598;3464;0.66;384.96;164.98;549.94;2021
14280;130302;SIERRA;LA LIBERTAD;BOLIVAR;BAMBAMARCA;3136;608;2528;0.49;108.74;46.6;155.34;2021
14281;130303;SIERRA;LA LIBERTAD;BOLIVAR;CONDORMARCA;2140;344;1796;0.44;55.25;23.68;78.92;2021
14282;130304;SIERRA;LA LIBERTAD;BOLIVAR;LONGOTEA;2353;1263;1090;0.44;202.84;86.93;289.77;2021
14283;130305;SIERRA;LA LIBERTAD;BOLIVAR;UCHUMARCA;2364;1004;1360;0.55;201.55;86.38;287.93;2021
14284;130306;SIERRA;LA LIBERTAD;BOLIVAR;UCUNCHA;902;651;251;0.16;38.02;16.29;54.31;2021
14285;130401;COSTA;LA LIBERTAD;CHEPEN;CHEPEN;49231;45555;3676;0.61;10142.82;4346.92;14489.74;2021
14286;130402;COSTA;LA LIBERTAD;CHEPEN;PACANGA;25318;20134;5184;0.44;3233.52;1385.79;4619.31;2021
14287;130403;COSTA;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;12816;9422;3394;0.55;1891.47;810.63;2702.1;2021
14288;130501;SIERRA;LA LIBERTAD;JULCAN;JULCAN;12788;2735;10053;0.28;279.52;119.79;399.31;2021
14289;130502;SIERRA;LA LIBERTAD;JULCAN;CALAMARCA;4990;581;4409;0.44;93.31;39.99;133.3;2021
14290;130503;SIERRA;LA LIBERTAD;JULCAN;CARABAMBA;6926;1234;5692;0.38;171.16;73.35;244.51;2021
14291;130504;SIERRA;LA LIBERTAD;JULCAN;HUASO;6247;633;5614;0.6;138.63;59.41;198.04;2021
14292;130601;SIERRA;LA LIBERTAD;OTUZCO;OTUZCO;27030;13641;13389;0.5;2489.48;1066.92;3556.4;2021
14293;130602;SIERRA;LA LIBERTAD;OTUZCO;AGALLPAMPA;10482;825;9657;0.44;132.5;56.78;189.28;2021
14294;130604;SIERRA;LA LIBERTAD;OTUZCO;CHARAT;2545;669;1876;0.44;107.44;46.05;153.49;2021
14295;130605;SIERRA;LA LIBERTAD;OTUZCO;HUARANCHAL;4065;1911;2154;0.44;306.91;131.53;438.44;2021
14296;130606;SIERRA;LA LIBERTAD;OTUZCO;LA CUESTA;661;66;595;0.62;14.94;6.4;21.34;2021
14297;130608;SIERRA;LA LIBERTAD;OTUZCO;MACHE;2853;844;2009;0.44;135.55;58.09;193.64;2021
14298;130610;SIERRA;LA LIBERTAD;OTUZCO;PARANDAY;536;126;410;0.44;20.24;8.67;28.91;2021
14299;130611;SIERRA;LA LIBERTAD;OTUZCO;SALPO;6571;1127;5444;0.44;181;77.57;258.57;2021
14300;130613;SIERRA;LA LIBERTAD;OTUZCO;SINSICAP;7509;2060;5449;0.44;330.84;141.79;472.62;2021
14301;130614;SIERRA;LA LIBERTAD;OTUZCO;USQUIL;22824;3228;19596;0.48;565.55;242.38;807.92;2021
14302;130701;COSTA;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;19647;18412;1235;0.23;1545.69;662.44;2208.12;2021
14303;130702;COSTA;LA LIBERTAD;PACASMAYO;GUADALUPE;44710;40223;4487;0.39;5725.74;2453.89;8179.63;2021
14304;130703;COSTA;LA LIBERTAD;PACASMAYO;JEQUETEPEQUE;4708;4286;422;0.55;860.41;368.75;1229.16;2021
14305;130704;COSTA;LA LIBERTAD;PACASMAYO;PACASMAYO;32691;32652;39;0.6;7150.79;3064.62;10215.41;2021
14306;130705;COSTA;LA LIBERTAD;PACASMAYO;SAN JOSE;12825;11542;1283;0.45;1895.77;812.47;2708.25;2021
14307;130801;SIERRA;LA LIBERTAD;PATAZ;TAYABAMBA;13855;3823;10032;0.49;683.74;293.03;976.78;2021
14308;130802;SIERRA;LA LIBERTAD;PATAZ;BULDIBUYO;4264;1035;3229;0.44;166.22;71.24;237.46;2021
14309;130803;SIERRA;LA LIBERTAD;PATAZ;CHILLIA;13135;2084;11051;0.44;334.69;143.44;478.13;2021
14310;130804;SIERRA;LA LIBERTAD;PATAZ;HUANCASPATA;6130;1130;5000;0.36;148.48;63.64;212.12;2021
14311;130805;SIERRA;LA LIBERTAD;PATAZ;HUAYLILLAS;1070;378;692;0.44;60.71;26.02;86.72;2021
14312;130806;SIERRA;LA LIBERTAD;PATAZ;HUAYO;3736;309;3427;0.44;49.63;21.27;70.89;2021
14313;130807;SIERRA;LA LIBERTAD;PATAZ;ONGON;1337;124;1213;0.46;20.82;8.92;29.74;2021
14314;130808;SIERRA;LA LIBERTAD;PATAZ;PARCOY;21560;8137;13423;0.58;1722.6;738.26;2460.86;2021
14315;130809;SIERRA;LA LIBERTAD;PATAZ;PATAZ;11088;3420;7668;0.51;636.63;272.84;909.48;2021
14316;130810;SIERRA;LA LIBERTAD;PATAZ;PIAS;1936;517;1419;0.44;83.03;35.58;118.61;2021
14317;130811;SIERRA;LA LIBERTAD;PATAZ;SANTIAGO DE CHALLAS;2256;986;1270;0.44;158.35;67.86;226.22;2021
14318;130812;SIERRA;LA LIBERTAD;PATAZ;TAURIJA;3031;898;2133;0.44;144.22;61.81;206.03;2021
14319;130813;SIERRA;LA LIBERTAD;PATAZ;URPAY;2384;456;1928;0.44;73.23;31.39;104.62;2021
14320;130901;SIERRA;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;82085;47852;34233;0.64;11178.23;4790.67;15968.9;2021
14321;130902;SIERRA;LA LIBERTAD;SANCHEZ CARRION;CHUGAY;19553;1850;17703;0.34;229.59;98.39;327.98;2021
14322;130903;SIERRA;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;10179;896;9283;0.37;121;51.86;172.86;2021
14323;130904;SIERRA;LA LIBERTAD;SANCHEZ CARRION;CURGOS;8865;1786;7079;0.44;286.83;122.93;409.76;2021
14324;130905;SIERRA;LA LIBERTAD;SANCHEZ CARRION;MARCABAL;11164;265;10899;0.37;35.79;15.34;51.13;2021
14325;130906;SIERRA;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;15064;348;14716;0.49;62.24;26.67;88.91;2021
14326;130907;SIERRA;LA LIBERTAD;SANCHEZ CARRION;SARIN;9986;1825;8161;0.44;293.1;125.61;418.71;2021
14327;130908;SIERRA;LA LIBERTAD;SANCHEZ CARRION;SARTIMBAMBA;14534;569;13965;0.44;91.38;39.16;130.54;2021
14328;131001;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;20456;7335;13121;0.57;1526.05;654.02;2180.07;2021
14329;131002;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;4934;1676;3258;0.44;269.17;115.36;384.52;2021
14330;131003;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;5739;2461;3278;0.34;305.41;130.89;436.3;2021
14331;131004;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;1842;945;897;0.44;151.77;65.04;216.81;2021
14332;131005;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;2424;145;2279;0.44;23.29;9.98;33.27;2021
14333;131006;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;13708;7037;6671;0.8;2054.8;880.63;2935.43;2021
14334;131007;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;SANTA CRUZ DE CHUCA;3043;553;2490;0.44;88.81;38.06;126.87;2021
14335;131008;SIERRA;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;3680;770;2910;0.44;123.66;53;176.66;2021
14336;131101;COSTA;LA LIBERTAD;GRAN CHIMU;CASCAS;14358;4376;9982;0.44;702.79;301.19;1003.98;2021
14337;131102;SIERRA;LA LIBERTAD;GRAN CHIMU;LUCMA;4839;539;4300;0.49;96.4;41.31;137.71;2021
14338;131103;SIERRA;LA LIBERTAD;GRAN CHIMU;MARMOT ;2573;491;2082;0.44;78.85;33.79;112.65;2021
14339;131104;SIERRA;LA LIBERTAD;GRAN CHIMU;SAYAPULLO;6470;1499;4971;0.44;240.74;103.17;343.91;2021
14340;131201;COSTA;LA LIBERTAD;VIRU;VIRU;59275;45054;14221;0.51;8394.05;3597.45;11991.49;2021
14341;131202;COSTA;LA LIBERTAD;VIRU;CHAO;40535;33766;6769;0.51;6290.97;2696.13;8987.1;2021
14342;131203;COSTA;LA LIBERTAD;VIRU;GUADALUPITO;7780;7420;360;0.45;1218.74;522.32;1741.05;2021
14343;140101;COSTA;LAMBAYEQUE;CHICLAYO;CHICLAYO;291138;290825;313;0.54;57321.61;24566.4;81888.01;2021
14344;140102;COSTA;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;19821;16761;3060;0.54;3303.59;1415.83;4719.42;2021
14345;140103;COSTA;LAMBAYEQUE;CHICLAYO;ETEN;13345;13037;308;0.78;3711.63;1590.7;5302.33;2021
14346;140104;COSTA;LAMBAYEQUE;CHICLAYO;ETEN PUERTO;2459;2459;0;0.58;520.57;223.1;743.67;2021
14347;140105;COSTA;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;166266;166266;0;0.8;48549.67;20807;69356.67;2021
14348;140106;COSTA;LAMBAYEQUE;CHICLAYO;LA VICTORIA;100033;94251;5782;0.68;23393.1;10025.61;33418.71;2021
14349;140107;COSTA;LAMBAYEQUE;CHICLAYO;LAGUNAS;10964;9007;1957;0.49;1605.25;687.97;2293.22;2021
14350;140108;COSTA;LAMBAYEQUE;CHICLAYO;MONSEFU;35797;26145;9652;0.57;5439.47;2331.2;7770.67;2021
14351;140109;COSTA;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;2552;2267;285;0.59;488.2;209.23;697.43;2021
14352;140110;COSTA;LAMBAYEQUE;CHICLAYO;OYOTUN;8311;6654;1657;0.43;1044.35;447.58;1491.92;2021
14353;140111;COSTA;LAMBAYEQUE;CHICLAYO;PICSI;14893;13380;1513;0.74;3613.94;1548.83;5162.77;2021
14354;140112;COSTA;LAMBAYEQUE;CHICLAYO;PIMENTEL;52997;48475;4522;0.58;10262.16;4398.07;14660.23;2021
14355;140113;COSTA;LAMBAYEQUE;CHICLAYO;REQUE;18063;14754;3309;0.51;2746.46;1177.05;3923.51;2021
14356;140114;COSTA;LAMBAYEQUE;CHICLAYO;SANTA ROSA;14126;13928;198;0.5;2541.86;1089.37;3631.23;2021
14357;140115;COSTA;LAMBAYEQUE;CHICLAYO;SAÑA;12581;10093;2488;0.56;2063.01;884.15;2947.16;2021
14358;140116;COSTA;LAMBAYEQUE;CHICLAYO;CAYALTI;15279;13794;1485;0.46;2316.01;992.58;3308.59;2021
14359;140117;COSTA;LAMBAYEQUE;CHICLAYO;PATAPO;25401;21714;3687;0.64;5072.39;2173.88;7246.27;2021
14360;140118;COSTA;LAMBAYEQUE;CHICLAYO;POMALCA;27375;23815;3560;0.45;3911.61;1676.41;5588.02;2021
14361;140119;COSTA;LAMBAYEQUE;CHICLAYO;PUCALA;9046;7843;1203;0.61;1746.24;748.39;2494.63;2021
14362;140120;COSTA;LAMBAYEQUE;CHICLAYO;TUMAN;29990;27862;2128;0.51;5186.51;2222.79;7409.3;2021
14363;140201;COSTA;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;38144;37235;909;0.61;8290.37;3553.02;11843.39;2021
14364;140202;SIERRA;LAMBAYEQUE;FERREÑAFE;CAÑARIS;12187;382;11805;0.44;61.35;26.29;87.64;2021
14365;140203;SIERRA;LAMBAYEQUE;FERREÑAFE;INCAHUASI;15203;1608;13595;0.3;176.08;75.46;251.54;2021
14366;140204;COSTA;LAMBAYEQUE;FERREÑAFE;MANUEL ANTONIO MESONES MURO;4198;1882;2316;0.49;335.42;143.75;479.16;2021
14367;140205;COSTA;LAMBAYEQUE;FERREÑAFE;PITIPO;22136;8410;13726;0.49;1498.85;642.37;2141.22;2021
14368;140206;COSTA;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;16076;15079;997;0.36;1981.38;849.16;2830.54;2021
14369;140301;COSTA;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;81867;68245;13622;0.5;12454.71;5337.73;17792.45;2021
14370;140302;COSTA;LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;1613;497;1116;0.49;88.58;37.96;126.54;2021
14371;140303;COSTA;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;9560;5318;4242;0.44;854.07;366.03;1220.1;2021
14372;140304;COSTA;LAMBAYEQUE;LAMBAYEQUE;JAYANCA;20310;10560;9750;0.54;2081.38;892.02;2973.39;2021
14373;140305;COSTA;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;20146;8266;11880;0.49;1473.19;631.37;2104.56;2021
14374;140306;COSTA;LAMBAYEQUE;LAMBAYEQUE;MORROPE;57002;14457;42545;0.38;2005.19;859.37;2864.55;2021
14375;140307;COSTA;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;34752;18580;16172;0.2;1356.34;581.29;1937.63;2021
14376;140308;COSTA;LAMBAYEQUE;LAMBAYEQUE;OLMOS;56552;16938;39614;0.58;3585.77;1536.76;5122.54;2021
14377;140309;COSTA;LAMBAYEQUE;LAMBAYEQUE;PACORA;9070;4310;4760;0.37;582.07;249.46;831.52;2021
14378;140310;SIERRA;LAMBAYEQUE;LAMBAYEQUE;SALAS;13708;4511;9197;0.43;708;303.43;1011.43;2021
14379;140311;COSTA;LAMBAYEQUE;LAMBAYEQUE;SAN JOSE;18284;16435;1849;0.51;3062.02;1312.29;4374.31;2021
14380;140312;COSTA;LAMBAYEQUE;LAMBAYEQUE;TUCUME;24667;10341;14326;0.33;1245.57;533.82;1779.39;2021
14381;150101;COSTA;LIMA;LIMA;LIMA;267199;267199;0;0.69;67294.07;28840.31;96134.38;2021
14382;150102;COSTA;LIMA;LIMA;ANCON  ;87091;87091;0;0.65;20662.34;8855.29;29517.63;2021
14383;150103;COSTA;LIMA;LIMA;ATE;687615;687615;0;0.69;173175.84;74218.22;247394.05;2021
14384;150104;COSTA;LIMA;LIMA;BARRANCO;36200;36200;0;0.46;6077.98;2604.85;8682.83;2021
14385;150105;COSTA;LIMA;LIMA;BREÑA;94209;94209;0;0.72;24758.13;10610.63;35368.75;2021
14386;150106;COSTA;LIMA;LIMA;CARABAYLLO;412234;406546;5688;0.68;100904.72;43244.88;144149.6;2021
14387;150107;COSTA;LIMA;LIMA;CHACLACAYO;44634;44634;0;0.73;11892.73;5096.88;16989.61;2021
14388;150108;COSTA;LIMA;LIMA;CHORRILLOS;361907;361907;0;0.65;85862.44;36798.19;122660.62;2021
14389;150109;COSTA;LIMA;LIMA;CIENEGUILLA;39633;39359;274;0.61;8763.28;3755.69;12518.97;2021
14390;150110;COSTA;LIMA;LIMA;COMAS;581036;581036;0;0.78;165420.95;70894.69;236315.64;2021
14391;150111;COSTA;LIMA;LIMA;EL AGUSTINO;225749;225749;0;0.73;60150.82;25778.92;85929.74;2021
14392;150112;COSTA;LIMA;LIMA;INDEPENDENCIA;225536;225536;0;0.57;46922.76;20109.76;67032.52;2021
14393;150113;COSTA;LIMA;LIMA;JESUS MARIA;82842;82842;0;0.46;13909.17;5961.07;19870.25;2021
14394;150114;COSTA;LIMA;LIMA;LA MOLINA;162761;162761;0;0.68;40397.28;17313.12;57710.4;2021
14395;150115;COSTA;LIMA;LIMA;LA VICTORIA;189152;189152;0;0.13;8975.26;3846.54;12821.8;2021
