PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,MTN_QRESIDUOS_MUN,GRS_MTN_AMERICAYCARIBE,GRS_MTN_AMERICADEL NORTE,GRS_MTN_EUROPAYASIACENTRAL,G_ROV
2014,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,452,330,122,0.45,54.12,23.2,77.3,6.9,231,289,392,
2015,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,48677,48677,0,0.43,7639.86,3274.22,10914.1,7,231,289,392,
2015,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3565,1892,1673,0.43,295.52,126.65,422.2,7,231,289,392,
2015,150122,COSTA,LIMA,LIMA,MIRAFLORES,81932,81932,0,0.62,18541.21,7946.23,26487.5,7,231,289,392,
2015,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,448,327,121,0.43,51.1,21.9,73,7,231,289,392,
2016,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,48193,48193,0,0.43,7563.89,3241.67,10805.6,7,231,289,392,
2016,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3568,1894,1674,0.43,295.88,126.81,422.7,7,231,289,392,
2016,150122,COSTA,LIMA,LIMA,MIRAFLORES,81776,81776,0,0.63,18685,8007.86,26692.9,7,231,289,392,
2016,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,445,325,120,0.43,50.77,21.76,72.5,7,231,289,392,
2017,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,47724,47724,0,0.44,7664.47,3284.77,10949.3,7.1,231,289,392,
2017,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3571,1895,1676,0.43,296.04,126.87,422.9,7.1,231,289,392,
2017,150122,COSTA,LIMA,LIMA,MIRAFLORES,81619,81619,0,0.63,18649.13,7992.48,26641.6,7.1,231,289,392,
2017,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,440,322,118,0.43,50.3,21.56,71.9,7.1,231,289,392,
2018,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,64127,64127,0,0.44,10298.74,4413.75,14712.5,7.5,231,289,392,
2018,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3174,2032,1141,0.42,311.58,133.53,445.1,7.5,231,289,392,
2018,150122,COSTA,LIMA,LIMA,MIRAFLORES,104939,104939,0,0.62,23747.63,10177.56,33925.2,7.5,231,289,392,
2018,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,249,203,46,0.42,31.12,13.34,44.5,7.5,231,289,392,
2019,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,62586,62586,0,0.51,11650.38,4993.02,16643.4,7.8,231,289,392,
2019,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3156,1997,1159,0.44,319.02,136.72,455.8,7.8,231,289,392,
2019,150122,COSTA,LIMA,LIMA,MIRAFLORES,106735,106735,0,0.62,24154.13,10351.77,34505.9,7.8,231,289,392,
2019,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,225,180,45,1.15,75.56,32.38,107.9,7.8,231,289,392,
2020,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,63632,63632,0,0.51,11845.1,5076.47,16921.6,7.9,231,289,392,
2020,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3124,1957,1167,0.44,312.01,133.72,445.7,7.9,231,289,392,
2020,150122,COSTA,LIMA,LIMA,MIRAFLORES,108855,108855,0,0.62,24633.89,10557.38,35191.3,7.9,231,289,392,
2020,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,212,169,43,1.15,70.94,30.4,101.3,7.9,231,289,392,
2021,40110,SIERRA,AREQUIPA,AREQUIPA,MIRAFLORES,65064,65064,0,0.51,12111.66,5190.71,17302.4,8.2,231,289,392,
2021,100506,SIERRA,HUANUCO,HUAMALIES,MIRAFLORES,3077,1908,1169,0.44,306.42,131.32,437.8,8.2,231,289,392,
2021,150122,COSTA,LIMA,LIMA,MIRAFLORES,111202,111202,0,0.61,24759.13,10611.05,35370.2,8.2,231,289,392,
2021,151021,SIERRA,LIMA,YAUYOS,MIRAFLORES,202,159,43,0.8,46.43,19.9,66.3,8.2,231,289,392,
2015,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3910,189,3721,0.43,29.58,12.68,42.3,7,231,289,392,
2016,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3913,190,3723,0.43,29.68,12.72,42.4,7,231,289,392,
2017,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3917,190,3727,0.43,29.68,12.72,42.4,7.1,231,289,392,
2018,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3309,202,3107,0.42,31.01,13.29,44.3,7.5,231,289,392,
2019,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3333,198,3135,0.44,31.63,13.56,45.2,7.8,231,289,392,
2020,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3300,191,3109,0.44,30.45,13.05,43.5,7.9,231,289,392,
2021,60412,SIERRA,CAJAMARCA,CHOTA,MIRACOSTA,3272,186,3086,0.44,29.87,12.8,42.7,8.2,231,289,392,
2014,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,622,358,264,0.61,79.51,34.08,113.6,6.9,231,289,392,6904950
2015,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,604,347,257,0.58,73.3,31.42,104.7,7,231,289,392,
2016,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,601,346,255,0.58,73,31.28,104.3,7,231,289,392,
2017,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,598,345,253,0.58,72.78,31.19,104,7.1,231,289,392,
2018,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,448,254,195,0.55,50.67,21.72,72.4,7.5,231,289,392,
2019,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,439,250,189,0.54,49.4,21.17,70.6,7.8,231,289,392,
2020,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,419,238,181,0.53,46.42,19.9,66.3,7.9,231,289,392,
2021,10608,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,411,234,177,0.56,47.83,20.5,68.3,8.2,231,289,392,
2015,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,5556,615,4941,0.43,96.02,41.15,137.2,7,231,289,392,
2016,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,5582,618,4964,0.43,96.54,41.38,137.9,7,231,289,392,
2017,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,5603,620,4983,0.43,96.86,41.51,138.4,7.1,231,289,392,
2018,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,3988,368,3620,0.42,56.38,24.16,80.6,7.5,231,289,392,
2019,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,3993,346,3647,0.44,55.27,23.69,79,7.8,231,289,392,
2020,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,3922,324,3598,0.44,51.66,22.14,73.8,7.9,231,289,392,
2021,60307,SIERRA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,3853,304,3549,0.44,48.82,20.92,69.8,8.2,231,289,392,
2014,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,8514,8274,240,0.5,1509.98,647.14,2157.1,6.9,231,289,392,
2015,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,8639,8395,244,0.52,1593.44,682.9,2276.3,7,231,289,392,
2016,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,8717,8472,245,0.52,1607.99,689.14,2297.1,7,231,289,392,
2017,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,8794,8546,248,0.52,1622.03,695.16,2317.2,7.1,231,289,392,
2018,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,9601,9377,224,0.52,1779.68,762.72,2542.4,7.5,231,289,392,
2019,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,9952,9696,256,0.52,1840.3,788.7,2629,7.8,231,289,392,
2020,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,10210,9928,282,0.62,2246.71,962.87,3209.6,7.9,231,289,392,
2021,200606,COSTA,PIURA,SULLANA,MIGUEL CHECA,10419,10115,304,0.62,2289.02,981.01,3270,8.2,231,289,392,
2014,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,1638,701,937,0.45,114.94,49.26,164.2,6.9,231,289,392,
2015,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,1680,719,961,0.43,112.3,48.13,160.4,7,231,289,392,
2016,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,1680,719,961,0.43,112.32,48.14,160.5,7,231,289,392,
2017,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,1682,720,962,0.43,112.48,48.21,160.7,7.1,231,289,392,
2018,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,939,423,516,0.42,64.79,27.77,92.6,7.5,231,289,392,
2019,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,933,413,520,0.44,65.98,28.28,94.3,7.8,231,289,392,
2020,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,905,395,510,0.44,62.98,26.99,90,7.9,231,289,392,
2021,30706,SIERRA,APURIMAC,GRAU,MICAELA BASTIDAS,872,377,495,0.44,60.55,25.95,86.5,8.2,231,289,392,
2015,70107,COSTA,CALLAO,CALLAO,MI PERU,59005,59005,0,0.63,13568.15,5814.92,19383.1,7,231,289,392,
2016,70107,COSTA,CALLAO,CALLAO,MI PERU,60977,60977,0,0.58,12908.83,5532.36,18441.2,7,231,289,392,
2017,70107,COSTA,CALLAO,CALLAO,MI PERU,62906,62906,0,0.58,13317.2,5707.37,19024.6,7.1,231,289,392,
2018,70107,COSTA,CALLAO,CALLAO,MI PERU,49030,49030,0,0.58,10379.74,4448.46,14828.2,7.5,231,289,392,
2019,70107,COSTA,CALLAO,CALLAO,MI PERU,51036,51036,0,0.46,8568.94,3672.4,12241.4,7.8,231,289,392,
2020,70107,COSTA,CALLAO,CALLAO,MI PERU,52348,52348,0,0.46,8789.23,3766.81,12556,7.9,231,289,392,
2021,70107,COSTA,CALLAO,CALLAO,MI PERU,53557,53557,0,0.46,8992.22,3853.81,12846,8.2,231,289,392,
2014,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1054,636,418,0.58,134.63,57.7,192.3,6.9,231,289,392,
2015,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1037,626,411,0.51,116.47,49.92,166.4,7,231,289,392,
2016,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1020,616,404,0.51,114.67,49.14,163.8,7,231,289,392,
2017,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1003,606,397,0.51,112.81,48.35,161.2,7.1,231,289,392,
2018,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1265,905,361,0.51,168.39,72.17,240.6,7.5,231,289,392,
2019,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1230,867,363,0.68,215.19,92.22,307.4,7.8,231,289,392,
2020,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1240,865,375,0.68,214.69,92.01,306.7,7.9,231,289,392,
2021,40705,COSTA,AREQUIPA,ISLAY,MEJIA,1250,864,386,0.51,160.83,68.93,229.8,8.2,231,289,392,
2016,80914,SELVA,CUSCO,LA CONVENCION,MEGANTONI,8365,0,8365,0,0,0,0,7,231,289,392,
2017,80914,SELVA,CUSCO,LA CONVENCION,MEGANTONI,8396,0,8396,0,0,0,0,7.1,231,289,392,
2018,80914,SELVA,CUSCO,LA CONVENCION,MEGANTONI,7566,521,7045,0.55,104,44.57,148.6,7.5,231,289,392,
2019,80914,SELVA,CUSCO,LA CONVENCION,MEGANTONI,7553,490,7063,0.4,71.54,30.66,102.2,7.8,231,289,392,
2020,80914,SELVA,CUSCO,LA CONVENCION,MEGANTONI,7499,456,7043,0.4,66.58,28.53,95.1,7.9,231,289,392,
2021,80914,SELVA,CUSCO,LA CONVENCION,MEGANTONI,7461,431,7030,0.54,84.95,36.41,121.4,8.2,231,289,392,
2014,160106,SELVA,LORETO,MAYNAS,MAZAN,13844,3833,10011,0.72,1007.19,431.65,1438.8,6.9,231,289,392,
2015,160106,SELVA,LORETO,MAYNAS,MAZAN,13779,3815,9964,0.61,849.3,363.99,1213.3,7,231,289,392,
2016,160106,SELVA,LORETO,MAYNAS,MAZAN,13859,3837,10022,0.61,852.91,365.53,1218.4,7,231,289,392,
2017,160106,SELVA,LORETO,MAYNAS,MAZAN,13936,3858,10078,0.61,857.58,367.53,1225.1,7.1,231,289,392,
2018,160106,SELVA,LORETO,MAYNAS,MAZAN,13708,5263,8445,0.55,1050.8,450.34,1501.1,7.5,231,289,392,
2019,160106,SELVA,LORETO,MAYNAS,MAZAN,14014,5293,8721,0.54,1045.87,448.23,1494.1,7.8,231,289,392,
2020,160106,SELVA,LORETO,MAYNAS,MAZAN,14091,5237,8854,0.53,1021.51,437.79,1459.3,7.9,231,289,392,
2021,160106,SELVA,LORETO,MAYNAS,MAZAN,14128,5165,8963,0.51,969.3,415.41,1384.7,8.2,231,289,392,
2015,120604,SELVA,JUNIN,SATIPO,MAZAMARI,62042,19767,42275,0.41,2958.13,1267.77,4225.9,7,231,289,392,
2016,120604,SELVA,JUNIN,SATIPO,MAZAMARI,63294,20166,43128,0.45,3312.27,1419.54,4731.8,7,231,289,392,
2017,120604,SELVA,JUNIN,SATIPO,MAZAMARI,64552,20567,43985,0.45,3378.13,1447.77,4825.9,7.1,231,289,392,
2018,120604,SELVA,JUNIN,SATIPO,MAZAMARI,41070,18079,22991,0.45,2995.86,1283.94,4279.8,7.5,231,289,392,
2019,120604,SELVA,JUNIN,SATIPO,MAZAMARI,42212,18466,23746,0.45,3033.04,1299.87,4332.9,7.8,231,289,392,
2020,120604,SELVA,JUNIN,SATIPO,MAZAMARI,43191,18666,24525,0.49,3338.41,1430.75,4769.2,7.9,231,289,392,
2021,120604,SELVA,JUNIN,SATIPO,MAZAMARI,43977,18688,25289,0.49,3342.35,1432.44,4774.8,8.2,231,289,392,
2015,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,3680,2771,909,0.47,479.37,205.44,684.8,7,231,289,392,
2016,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,3604,2715,889,0.43,424.14,181.77,605.9,7,231,289,392,
2017,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,3529,2658,871,0.43,415.23,177.96,593.2,7.1,231,289,392,
2018,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,4380,3435,945,0.49,614.37,263.3,877.7,7.5,231,289,392,
2019,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,4057,3303,754,0.54,651.02,279.01,930,7.8,231,289,392,
2020,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,4014,3246,768,0.54,639.79,274.19,914,7.9,231,289,392,
2021,150701,SIERRA,LIMA,HUAROCHIRI,MATUCANA,3981,3195,786,0.42,489.79,209.91,699.7,8.2,231,289,392,
2014,21205,SIERRA,ANCASH,HUAYLAS,MATO,2051,1049,1002,0.45,172.08,73.75,245.8,6.9,231,289,392,
2015,21205,SIERRA,ANCASH,HUAYLAS,MATO,2030,1039,991,0.43,162.25,69.53,231.8,7,231,289,392,
2016,21205,SIERRA,ANCASH,HUAYLAS,MATO,2011,1029,982,0.43,160.75,68.89,229.6,7,231,289,392,
2017,21205,SIERRA,ANCASH,HUAYLAS,MATO,1993,1020,973,0.43,159.34,68.29,227.6,7.1,231,289,392,
2018,21205,SIERRA,ANCASH,HUAYLAS,MATO,1951,1015,936,0.42,155.55,66.66,222.2,7.5,231,289,392,
2019,21205,SIERRA,ANCASH,HUAYLAS,MATO,1977,999,978,0.2,72.93,31.25,104.2,7.8,231,289,392,
2020,21205,SIERRA,ANCASH,HUAYLAS,MATO,1967,973,994,0.2,71.03,30.44,101.5,7.9,231,289,392,
2021,21205,SIERRA,ANCASH,HUAYLAS,MATO,1950,945,1005,0.44,151.77,65.04,216.8,8.2,231,289,392,
2015,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3567,725,2842,0.43,113.32,48.57,161.9,7,231,289,392,
2016,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3549,722,2827,0.43,112.79,48.34,161.1,7,231,289,392,
2017,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3535,719,2816,0.43,112.32,48.14,160.5,7.1,231,289,392,
2018,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3753,818,2935,0.42,125.41,53.75,179.2,7.5,231,289,392,
2019,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3795,795,3000,0.44,127,54.43,181.4,7.8,231,289,392,
2020,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3793,770,3023,0.44,122.76,52.61,175.4,7.9,231,289,392,
2021,60110,SIERRA,CAJAMARCA,CAJAMARCA,MATARA,3784,750,3034,0.44,120.45,51.62,172.1,8.2,231,289,392,
2014,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,2291,501,1790,0.46,84.84,36.36,121.2,6.9,231,289,392,
2015,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,2395,524,1871,0.47,89.04,38.16,127.2,7,231,289,392,
2016,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,2449,536,1913,0.47,91.1,39.04,130.1,7,231,289,392,
2017,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,2501,548,1953,0.47,93.13,39.91,133.1,7.1,231,289,392,
2018,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,3707,3086,621,0.46,518.15,222.07,740.2,7.5,231,289,392,
2019,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,3991,3333,658,0.5,607.85,260.51,868.4,7.8,231,289,392,
2020,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,4320,3610,710,0.5,658.83,282.35,941.2,7.9,231,289,392,
2021,240303,COSTA,TUMBES,ZARUMILLA,MATAPALO,4505,3759,746,0.5,686.02,294.01,980,8.2,231,289,392,
2014,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,1171,396,775,0.45,64.88,27.81,92.7,6.9,231,289,392,
2015,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,1187,401,786,0.43,62.65,26.85,89.5,7,231,289,392,
2016,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,1206,408,798,0.43,63.74,27.32,91.1,7,231,289,392,
2017,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,1224,414,810,0.43,64.68,27.72,92.4,7.1,231,289,392,
2018,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,451,182,269,0.42,27.92,11.96,39.9,7.5,231,289,392,
2019,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,436,167,269,0.44,26.68,11.43,38.1,7.8,231,289,392,
2020,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,402,149,253,0.44,23.76,10.18,33.9,7.9,231,289,392,
2021,180207,SIERRA,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,378,136,242,0.44,21.84,9.36,31.2,8.2,231,289,392,
2015,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,5114,2882,2232,0.56,584.75,250.61,835.4,7,231,289,392,
2016,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,5124,2888,2236,0.55,579.77,248.47,828.2,7,231,289,392,
2017,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,5134,2894,2240,0.55,580.97,248.99,830,7.1,231,289,392,
2018,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,6111,4598,1513,0.56,939.88,402.81,1342.7,7.5,231,289,392,
2019,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,6236,4599,1637,0.57,956.82,410.07,1366.9,7.8,231,289,392,
2020,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,6318,4582,1736,0.57,953.29,408.55,1361.8,7.9,231,289,392,
2021,120210,SIERRA,JUNIN,CONCEPCION,MATAHUASI,6396,4556,1840,0.57,947.88,406.23,1354.1,8.2,231,289,392,
2014,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1622,239,1383,0.45,39.13,16.77,55.9,6.9,231,289,392,
2015,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1635,241,1394,0.43,37.57,16.1,53.7,7,231,289,392,
2016,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1647,243,1404,0.43,37.96,16.27,54.2,7,231,289,392,
2017,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1658,244,1414,0.43,38.12,16.34,54.5,7.1,231,289,392,
2018,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1492,352,1141,0.25,32.1,13.76,45.9,7.5,231,289,392,
2019,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1519,346,1173,0.25,31.57,13.53,45.1,7.8,231,289,392,
2020,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1522,337,1185,0.25,30.75,13.18,43.9,7.9,231,289,392,
2021,22004,SIERRA,ANCASH,YUNGAY,MATACOTO,1528,328,1200,0.2,23.94,10.26,34.2,8.2,231,289,392,
2015,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,777,302,475,0.43,47.12,20.19,67.3,7,231,289,392,
2016,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,765,297,468,0.43,46.4,19.88,66.3,7,231,289,392,
2017,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,752,292,460,0.43,45.62,19.55,65.2,7.1,231,289,392,
2018,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,754,247,507,0.42,37.85,16.22,54.1,7.5,231,289,392,
2019,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,756,240,516,0.44,38.34,16.43,54.8,7.8,231,289,392,
2020,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,742,230,512,0.37,31.06,13.31,44.4,7.9,231,289,392,
2021,120417,SIERRA,JUNIN,JAUJA,MASMA CHICCHE,727,218,509,0.37,29.44,12.62,42.1,8.2,231,289,392,
2015,120416,SIERRA,JUNIN,JAUJA,MASMA,2069,729,1340,0.43,113.83,48.78,162.6,7,231,289,392,
2016,120416,SIERRA,JUNIN,JAUJA,MASMA,2059,726,1333,0.43,113.42,48.61,162,7,231,289,392,
2017,120416,SIERRA,JUNIN,JAUJA,MASMA,2050,722,1328,0.43,112.79,48.34,161.1,7.1,231,289,392,
2018,120416,SIERRA,JUNIN,JAUJA,MASMA,1810,702,1108,0.42,107.64,46.13,153.8,7.5,231,289,392,
2019,120416,SIERRA,JUNIN,JAUJA,MASMA,1810,683,1127,0.34,84.76,36.33,121.1,7.8,231,289,392,
2020,120416,SIERRA,JUNIN,JAUJA,MASMA,1774,653,1121,0.34,81.04,34.73,115.8,7.9,231,289,392,
2021,120416,SIERRA,JUNIN,JAUJA,MASMA,1736,622,1114,0.34,77.19,33.08,110.3,8.2,231,289,392,
2014,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,12686,2849,9837,0.61,633.18,271.36,904.6,6.9,231,289,392,
2015,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,12758,2866,9892,0.58,604.57,259.1,863.7,7,231,289,392,
2016,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,12876,2893,9983,0.96,1015.82,435.35,1451.2,7,231,289,392,
2017,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,12990,2918,10072,0.96,1024.6,439.11,1463.7,7.1,231,289,392,
2018,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,11774,3454,8320,0.96,1210.28,518.69,1729,7.5,231,289,392,
2019,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,11937,3401,8536,0.65,806.89,345.81,1152.7,7.8,231,289,392,
2020,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,11961,3338,8623,0.65,791.94,339.4,1131.3,7.9,231,289,392,
2021,250104,SELVA,UCAYALI,CORONEL PORTILLO,MASISEA,11997,3306,8691,0.65,784.35,336.15,1120.5,8.2,231,289,392,
2014,21009,SIERRA,ANCASH,HUARI,MASIN,1743,690,1053,0.45,113.13,48.49,161.6,6.9,231,289,392,
2015,21009,SIERRA,ANCASH,HUARI,MASIN,1706,675,1031,0.43,105.48,45.21,150.7,7,231,289,392,
2016,21009,SIERRA,ANCASH,HUARI,MASIN,1675,663,1012,0.43,103.57,44.39,148,7,231,289,392,
2017,21009,SIERRA,ANCASH,HUARI,MASIN,1644,651,993,0.43,101.7,43.59,145.3,7.1,231,289,392,
2018,21009,SIERRA,ANCASH,HUARI,MASIN,1405,807,598,0.42,123.72,53.02,176.7,7.5,231,289,392,
2019,21009,SIERRA,ANCASH,HUARI,MASIN,1401,796,605,0.44,127.16,54.5,181.7,7.8,231,289,392,
2020,21009,SIERRA,ANCASH,HUARI,MASIN,1360,764,596,0.44,121.81,52.2,174,7.9,231,289,392,
2021,21009,SIERRA,ANCASH,HUARI,MASIN,1329,738,591,0.44,118.52,50.8,169.3,8.2,231,289,392,
2015,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2118,483,1635,0.43,75.5,32.36,107.9,7,231,289,392,
2016,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2074,474,1600,0.43,74.05,31.73,105.8,7,231,289,392,
2017,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2030,464,1566,0.43,72.49,31.07,103.6,7.1,231,289,392,
2018,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2489,532,1957,0.42,81.49,34.93,116.4,7.5,231,289,392,
2019,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2555,521,2034,0.44,83.23,35.67,118.9,7.8,231,289,392,
2020,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2566,504,2062,0.44,80.35,34.44,114.8,7.9,231,289,392,
2021,131103,SIERRA,LA LIBERTAD,GRAN CHIMU,MARMOT,2573,491,2082,0.44,78.85,33.79,112.7,8.2,231,289,392,
2014,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1034,498,536,0.61,110.62,47.41,158,6.9,231,289,392,6904950
2015,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1006,484,522,0.58,102.18,43.79,146,7,231,289,392,
2015,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1633,395,1238,0.43,61.71,26.45,88.2,7,231,289,392,
2016,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,994,479,515,0.58,101.05,43.31,144.4,7,231,289,392,
2016,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1637,396,1241,0.43,61.86,26.51,88.4,7,231,289,392,
2017,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,984,474,510,0.58,100,42.86,142.9,7.1,231,289,392,
