PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,MTN_QRESIDUOS_MUN,GRS_MTN_AMERICAYCARIBE,GRS_MTN_AMERICADEL NORTE,GRS_MTN_EUROPAYASIACENTRAL,G_ROV
2017,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1640,397,1243,0.43,62.02,26.58,88.6,7.1,231,289,392,
2018,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1478,1050,427,0.55,209.7,89.87,299.6,7.5,231,289,392,
2018,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1457,377,1080,0.42,57.81,24.78,82.6,7.5,231,289,392,
2019,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1507,1036,471,0.48,179.85,77.08,256.9,7.8,231,289,392,
2019,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1472,359,1113,0.44,57.35,24.58,81.9,7.8,231,289,392,
2020,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1534,1028,506,0.48,178.46,76.48,255,7.9,231,289,392,
2020,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1465,341,1124,0.44,54.37,23.3,77.7,7.9,231,289,392,
2021,10113,SELVA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1561,1029,532,0.48,178.64,76.56,255.2,8.2,231,289,392,
2021,120209,SIERRA,JUNIN,CONCEPCION,MARISCAL CASTILLA,1457,322,1135,0.44,51.71,22.16,73.9,8.2,231,289,392,
2014,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6278,5407,871,0.57,1124.91,482.1,1607,6.9,231,289,392,
2014,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,21242,20825,417,0,0,0,0,6.9,231,289,392,
2014,60204,SIERRA,CAJAMARCA,HUAMANGA,MARISCAL CACERES,8972,2205,6767,0.41,329.93,141.4,471.3,6.9,231,289,392,
2014,70107,COSTA,CALLAO,HUAMANGA,MARISCAL CACERES,56371,56371,0,0,0,0,0,6.9,231,289,392,
2014,90109,SIERRA,HUANCAVELICA,HUAMANGA,MARISCAL CACERES,1445,497,948,0.45,81.45,34.91,116.4,6.9,231,289,392,
2014,100402,SIERRA,HUANUCO,HUAMANGA,MARISCAL CACERES,3292,664,2628,0.45,108.93,46.68,155.6,6.9,231,289,392,
2014,120202,SIERRA,JUNIN,HUAMANGA,MARISCAL CACERES,1691,1163,528,0.3,127.37,54.59,182,6.9,231,289,392,
2014,130401,COSTA,LA LIBERTAD,HUAMANGA,MARISCAL CACERES,48503,43953,4550,0.45,7167.14,3071.63,10238.8,6.9,231,289,392,
2014,150124,COSTA,LIMA,HUAMANGA,MARISCAL CACERES,16120,16018,102,0.54,3182.9,1364.1,4547,6.9,231,289,392,
2015,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6376,5491,885,0.54,1082.34,463.86,1546.2,7,231,289,392,
2015,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,21585,21161,424,0.6,4634.33,1986.14,6620.5,7,231,289,392,
2015,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,1017,1017,0,0.43,158.88,68.09,227,7,231,289,392,
2016,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6472,5574,898,0.54,1098.64,470.84,1569.5,7,231,289,392,
2016,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,21827,21399,428,0.6,4686.38,2008.45,6694.8,7,231,289,392,
2016,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,1034,1034,0,0.43,161.53,69.23,230.8,7,231,289,392,
2017,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6566,5655,911,0.54,1114.6,477.69,1592.3,7.1,231,289,392,
2017,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,22122,21688,434,0.6,4749.67,2035.57,6785.3,7.1,231,289,392,
2017,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,1051,1051,0,0.43,164.19,70.37,234.6,7.1,231,289,392,
2018,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6545,6074,471,0.46,1019.78,437.05,1456.8,7.5,231,289,392,
2018,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,30334,26698,3636,0.71,6918.69,2965.15,9883.8,7.5,231,289,392,
2018,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,505,442,62,0.42,67.82,29.06,96.9,7.5,231,289,392,
2019,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6371,5937,434,0.49,1061.83,455.07,1516.9,7.8,231,289,392,
2019,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,30725,26859,3866,0.7,6862.47,2941.06,9803.5,7.8,231,289,392,
2019,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,514,443,71,0.42,67.97,29.13,97.1,7.8,231,289,392,
2020,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6450,6021,429,0.49,1076.86,461.51,1538.4,7.9,231,289,392,
2020,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,31411,27281,4130,0.7,6970.3,2987.27,9957.6,7.9,231,289,392,
2020,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,494,420,74,0.42,64.45,27.62,92.1,7.9,231,289,392,
2021,40204,COSTA,AREQUIPA,CAMANA,MARISCAL CACERES,6512,6088,424,0.49,1088.84,466.65,1555.5,8.2,231,289,392,
2021,50116,SIERRA,AYACUCHO,HUAMANGA,MARISCAL CACERES,31770,27445,4325,0.7,7012.2,3005.23,10017.4,8.2,231,289,392,
2021,90111,SIERRA,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,482,406,76,0.44,65.2,27.94,93.2,8.2,231,289,392,
2014,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1417,879,538,0.61,195.32,83.71,279,6.9,231,289,392,6904950
2015,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1381,857,524,0.58,180.73,77.46,258.2,7,231,289,392,
2016,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1376,854,522,0.58,180.17,77.22,257.4,7,231,289,392,
2017,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1373,852,521,0.58,179.75,77.03,256.8,7.1,231,289,392,
2018,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1561,1046,515,0.55,208.85,89.51,298.4,7.5,231,289,392,
2019,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1566,1054,512,0.54,208.26,89.26,297.5,7.8,231,289,392,
2020,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1559,1049,510,0.53,204.61,87.69,292.3,7.9,231,289,392,
2021,10607,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1539,1035,504,0.51,194.23,83.24,277.5,8.2,231,289,392,
2015,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1309,247,1062,0.43,38.62,16.55,55.2,7,231,289,392,
2016,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1308,248,1060,0.43,38.74,16.6,55.4,7,231,289,392,
2017,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1305,247,1058,0.43,38.59,16.54,55.1,7.1,231,289,392,
2018,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1518,260,1258,0.42,39.86,17.08,56.9,7.5,231,289,392,
2019,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1415,282,1133,0.44,45.05,19.31,64.4,7.8,231,289,392,
2020,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1411,273,1138,0.44,43.52,18.65,62.2,7.9,231,289,392,
2021,150713,SIERRA,LIMA,HUAROCHIRI,MARIATANA,1399,263,1136,0.44,42.24,18.1,60.3,8.2,231,289,392,
2015,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,9538,2256,7282,0.58,475.99,203.99,680,7,231,289,392,
2016,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,9720,2300,7420,0.58,485.23,207.96,693.2,7,231,289,392,
2017,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,9900,2342,7558,0.58,494.09,211.75,705.9,7.1,231,289,392,
2018,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,5821,2133,3688,0.55,425.85,182.51,608.4,7.5,231,289,392,
2019,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,5714,2016,3698,0.54,398.35,170.72,569.1,7.8,231,289,392,
2020,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,5547,1904,3643,0.53,371.39,159.17,530.6,7.9,231,289,392,
2021,100311,SELVA,HUANUCO,DOS DE MAYO,MARIAS,5363,1788,3575,0.51,335.55,143.81,479.4,8.2,231,289,392,
2014,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,6531,937,5594,0.46,158.71,68.02,226.7,6.9,231,289,392,
2015,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,6890,989,5901,0.47,168.22,72.09,240.3,7,231,289,392,
2016,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,7261,1043,6218,0.47,177.4,76.03,253.4,7,231,289,392,
2017,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,7645,1098,6547,0.47,186.76,80.04,266.8,7.1,231,289,392,
2018,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,8026,980,7046,0.46,164.53,70.51,235,7.5,231,289,392,
2019,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,8014,1031,6983,0.71,267.18,114.51,381.7,7.8,231,289,392,
2020,40203,COSTA,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,8448,1111,7337,0.71,287.92,123.39,411.3,7.9,231,289,392,
