PERIODO,DEPARTAMENTO,garbage_3,garbage_value
2019,LA LIBERTAD,QRESIDUOS_DOM,304851.5
2019,LA LIBERTAD,QRESIDUOS_MUN,435502.7
2019,LA LIBERTAD,QRESIDUOS_NO_DOM,130650.69
2019,LAMBAYEQUE,QRESIDUOS_DOM,228680.62
2019,LAMBAYEQUE,QRESIDUOS_MUN,326686.7
2019,LAMBAYEQUE,QRESIDUOS_NO_DOM,98005.95999999999
2019,LIMA,QRESIDUOS_DOM,2370938.75
2019,LIMA,QRESIDUOS_MUN,3387056.4
2019,LIMA,QRESIDUOS_NO_DOM,1016116.58
2019,LORETO,QRESIDUOS_DOM,166632.43
2019,LORETO,QRESIDUOS_MUN,238046.6
2019,LORETO,QRESIDUOS_NO_DOM,71413.94
2019,MADRE DE DIOS,QRESIDUOS_DOM,27548.21
2019,MADRE DE DIOS,QRESIDUOS_MUN,39354.5
2019,MADRE DE DIOS,QRESIDUOS_NO_DOM,11806.36
2019,MOQUEGUA,QRESIDUOS_DOM,29181.71
2019,MOQUEGUA,QRESIDUOS_MUN,41688.200000000004
2019,MOQUEGUA,QRESIDUOS_NO_DOM,12506.47
2019,PASCO,QRESIDUOS_DOM,26222.62
2019,PASCO,QRESIDUOS_MUN,37460.8
2019,PASCO,QRESIDUOS_NO_DOM,11238.25
2019,PIURA,QRESIDUOS_DOM,300731.91
2019,PIURA,QRESIDUOS_MUN,429617.3
2019,PIURA,QRESIDUOS_NO_DOM,128885.09
2019,PUNO,QRESIDUOS_DOM,136323.2
2019,PUNO,QRESIDUOS_MUN,194748.2
2019,PUNO,QRESIDUOS_NO_DOM,58424.29
2019,SAN MARTIN,QRESIDUOS_DOM,135933.91
2019,SAN MARTIN,QRESIDUOS_MUN,194191.6
2019,SAN MARTIN,QRESIDUOS_NO_DOM,58257.39
2019,TACNA,QRESIDUOS_DOM,53378.81
2019,TACNA,QRESIDUOS_MUN,76255.20000000001
2019,TACNA,QRESIDUOS_NO_DOM,22876.61
2019,TUMBES,QRESIDUOS_DOM,43564.89
2019,TUMBES,QRESIDUOS_MUN,62235.7
2019,TUMBES,QRESIDUOS_NO_DOM,18670.67
2019,UCAYALI,QRESIDUOS_DOM,101925.17
2019,UCAYALI,QRESIDUOS_MUN,145607.30000000002
2019,UCAYALI,QRESIDUOS_NO_DOM,43682.21
2020,AMAZONAS,QRESIDUOS_DOM,39569.9
2020,AMAZONAS,QRESIDUOS_MUN,56528.7
2020,AMAZONAS,QRESIDUOS_NO_DOM,16958.53
2020,ANCASH,QRESIDUOS_DOM,170365.44
2020,ANCASH,QRESIDUOS_MUN,243379.6
2020,ANCASH,QRESIDUOS_NO_DOM,73013.73
2020,APURIMAC,QRESIDUOS_DOM,41923.9
2020,APURIMAC,QRESIDUOS_MUN,59891.3
2020,APURIMAC,QRESIDUOS_NO_DOM,17967.36
2020,AREQUIPA,QRESIDUOS_DOM,236348.42
2020,AREQUIPA,QRESIDUOS_MUN,337641.1
2020,AREQUIPA,QRESIDUOS_NO_DOM,101292.18
2020,AYACUCHO,QRESIDUOS_DOM,87741.37
2020,AYACUCHO,QRESIDUOS_MUN,125345.40000000001
2020,AYACUCHO,QRESIDUOS_NO_DOM,37603.409999999996
2020,CAJAMARCA,QRESIDUOS_DOM,101164.52
2020,CAJAMARCA,QRESIDUOS_MUN,144521.69999999998
2020,CAJAMARCA,QRESIDUOS_NO_DOM,43356.27
